country,province,lastDate,latitude,longitude,date,confirmed,confirmedNew,confirmedNewMean,deaths,deathsNew,deathsNewMean
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-13,10991,29,25.857142857142858,260,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-14,11018,27,28.0,260,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-15,11037,19,28.142857142857142,262,2,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-16,11050,13,25.142857142857142,262,0,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-17,11065,15,22.285714285714285,263,1,1.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-18,11078,13,20.285714285714285,263,0,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-19,11110,32,21.142857142857142,263,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-20,11122,12,18.714285714285715,264,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-21,11142,20,17.714285714285715,264,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-22,11165,23,18.285714285714285,266,2,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-23,11190,25,20.0,266,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-24,11206,16,20.142857142857142,267,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-25,11225,19,21.0,269,2,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-26,11265,40,22.142857142857142,269,0,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-27,11344,79,31.714285714285715,269,0,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-28,11402,58,37.142857142857146,269,0,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-29,11441,39,39.42857142857143,269,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-30,11468,27,39.714285714285715,270,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-05-31,11503,35,42.42857142857143,271,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-01,11541,38,45.142857142857146,272,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-02,11590,49,46.42857142857143,273,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-03,11629,39,40.714285714285715,273,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-04,11668,39,38.0,273,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-05,11719,51,39.714285714285715,273,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-06,11776,57,44.0,273,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-07,11814,38,44.42857142857143,273,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-08,11852,38,44.42857142857143,274,1,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-09,11902,50,44.57142857142857,276,2,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-10,11947,45,45.42857142857143,276,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-11,12003,56,47.857142857142854,277,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-12,12051,48,47.42857142857143,277,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-13,12085,34,44.142857142857146,277,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-14,12121,36,43.857142857142854,277,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-15,12155,34,43.285714285714285,278,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-16,12198,43,42.285714285714285,279,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-17,12257,59,44.285714285714285,280,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-18,12306,49,43.285714285714285,280,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-19,12373,67,46.0,280,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-20,12421,48,48.0,280,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-21,12438,17,45.285714285714285,280,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-22,12484,46,47.0,281,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-23,12535,51,48.142857142857146,281,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-24,12563,28,43.714285714285715,282,1,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-25,12602,39,42.285714285714285,282,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-26,12653,51,40.0,282,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-27,12715,62,42.0,282,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-28,12757,42,45.57142857142857,282,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-29,12800,43,45.142857142857146,282,0,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-06-30,12850,50,45.0,282,0,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-01,12904,54,48.714285714285715,282,0,0.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-02,12967,63,52.142857142857146,282,0,0.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-03,13030,63,53.857142857142854,283,1,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-04,13091,61,53.714285714285715,283,0,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-05,13137,46,54.285714285714285,284,1,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-06,13181,44,54.42857142857143,285,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-07,13244,63,56.285714285714285,285,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-08,13293,49,55.57142857142857,287,2,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-09,13338,45,53.0,288,1,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-10,13373,35,49.0,288,0,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-11,13417,44,46.57142857142857,289,1,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-12,13479,62,48.857142857142854,289,0,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-13,13512,33,47.285714285714285,289,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-14,13551,39,43.857142857142854,289,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-15,13612,61,45.57142857142857,291,2,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-16,13672,60,47.714285714285715,293,2,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-17,13711,39,48.285714285714285,294,1,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-18,13745,34,46.857142857142854,295,1,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-19,13771,26,41.714285714285715,296,1,1.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-20,13816,45,43.42857142857143,296,0,1.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-21,13879,63,46.857142857142854,297,1,1.1428571428571428
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-22,13938,59,46.57142857142857,297,0,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-23,13979,41,43.857142857142854,298,1,0.7142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-24,14092,113,54.42857142857143,298,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-25,14150,58,57.857142857142854,298,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-26,14175,25,57.714285714285715,299,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-27,14203,28,55.285714285714285,300,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-28,14251,48,53.142857142857146,300,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-29,14269,18,47.285714285714285,300,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-30,14305,36,46.57142857142857,301,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-07-31,14336,31,34.857142857142854,301,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-01,14366,30,30.857142857142858,301,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-02,14389,23,30.571428571428573,301,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-03,14423,34,31.428571428571427,301,0,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-04,14456,33,29.285714285714285,302,1,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-05,14499,43,32.857142857142854,302,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-06,14519,20,30.571428571428573,303,1,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-07,14562,43,32.285714285714285,304,1,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-08,14598,36,33.142857142857146,305,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-09,14626,28,33.857142857142854,305,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-10,14660,34,33.857142857142854,305,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-11,14714,54,36.857142857142854,305,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-12,14770,56,38.714285714285715,305,0,0.42857142857142855
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-13,14873,103,50.57142857142857,305,0,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-14,15039,166,68.14285714285714,305,0,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-15,15318,279,102.85714285714286,305,0,0.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-16,15515,197,127.0,305,0,0.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-17,15761,246,157.28571428571428,306,1,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-18,16058,297,192.0,306,0,0.14285714285714285
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-19,16346,288,225.14285714285714,307,1,0.2857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-20,16670,324,256.7142857142857,309,2,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-21,17002,332,280.42857142857144,309,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-22,17399,397,297.2857142857143,309,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-23,17665,266,307.14285714285717,309,0,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-24,17945,280,312.0,310,1,0.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-25,18265,320,315.2857142857143,312,2,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-26,18706,441,337.14285714285717,313,1,0.8571428571428571
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-27,19077,371,343.85714285714283,316,3,1.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-28,19400,323,342.57142857142856,321,5,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-29,19699,299,328.57142857142856,323,2,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-30,19947,248,326.0,324,1,2.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-08-31,20182,235,319.57142857142856,324,0,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-01,20449,267,312.0,326,2,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-02,20644,195,276.85714285714283,329,3,2.2857142857142856
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-03,20842,198,252.14285714285714,331,2,2.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-04,21010,168,230.0,333,2,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-05,21177,167,211.14285714285714,334,1,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-06,21296,119,192.71428571428572,336,2,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-07,21432,136,178.57142857142858,341,5,2.4285714285714284
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-08,21588,156,162.71428571428572,344,3,2.5714285714285716
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-09,21743,155,157.0,346,2,2.4285714285714284
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-10,21919,176,153.85714285714286,350,4,2.7142857142857144
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-11,22055,136,149.28571428571428,355,5,3.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-12,22176,121,142.71428571428572,358,3,3.4285714285714284
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-13,22285,109,141.28571428571428,363,5,3.857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-14,22391,106,137.0,367,4,3.7142857142857144
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-15,22504,113,130.85714285714286,367,0,3.2857142857142856
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-16,22657,153,130.57142857142858,372,5,3.7142857142857144
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-17,22783,126,123.42857142857143,377,5,3.857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-18,22893,110,119.71428571428571,378,1,3.2857142857142856
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-19,22975,82,114.14285714285714,383,5,3.5714285714285716
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-20,23045,70,108.57142857142857,385,2,3.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-21,23106,61,102.14285714285714,388,3,3.0
